Date,Time,Pid,Level,Component,Content,BlockId,EventId,EventTemplate
081109,170037,143,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.19.102:50010 is added to blk_1000000001 size 268435456,blk_1000000001,E5,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>
081109,170039,143,INFO,dfs.FSNamesystem,Updating block blk_1000000001 to state COMMITTED,blk_1000000001,E14,Updating block <*> to state <*>
081109,170043,143,INFO,dfs.FSNamesystem,BLOCK* ask 10.251.111.204:50010 to replicate blk_1000000001 to datanode(s) 10.250.14.224:50010,blk_1000000001,E9,BLOCK* ask <*> to replicate <*> to datanode(s) <*>
081109,170047,143,INFO,dfs.DataNode$DataTransfer,Starting thread to transfer block blk_1000000001 to 10.250.10.6:50010,blk_1000000001,E8,Starting thread to transfer block <*> to <*>
081109,170051,143,INFO,dfs.DataNode$DataTransfer,Transmitted block blk_1000000001 to /10.250.14.224:50010,blk_1000000001,E13,Transmitted block <*> to <*>
081109,170052,143,INFO,dfs.DataNode$BlockReceiver,Verification succeeded for block blk_1000000001,blk_1000000001,E7,Verification succeeded for block <*>
081109,170053,143,INFO,dfs.DataNode$DataXceiver,10.250.19.102:50010 Served block blk_1000000001 to /10.251.43.115,blk_1000000001,E6,<*> Served block <*> to <*>
081109,170056,143,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/data/blk_1000000002.txt blk_1000000002,blk_1000000002,E2,BLOCK* NameSystem.allocateBlock: <*> <*>
081109,170100,143,INFO,dfs.DataNode$DataXceiver,Receiving block blk_1000000002 src: /10.251.43.115:54106 dest: /10.251.71.18:50010,blk_1000000002,E1,Receiving block <*> src: <*> dest: <*>
081109,170104,143,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_1000000002 terminating,blk_1000000002,E3,PacketResponder <*> for block <*> terminating
081109,170105,143,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/data/blk_1000000002.txt blk_1000000002,blk_1000000002,E2,BLOCK* NameSystem.allocateBlock: <*> <*>
081109,170107,143,INFO,dfs.DataNode$DataXceiver,Receiving block blk_1000000002 src: /10.251.43.115:54106 dest: /10.251.71.18:50010,blk_1000000002,E1,Receiving block <*> src: <*> dest: <*>
081109,170109,143,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_1000000002 terminating,blk_1000000002,E3,PacketResponder <*> for block <*> terminating
081109,170113,143,INFO,dfs.DataNode$PacketResponder,Received block blk_1000000002 of size 67108864 from /10.251.43.115,blk_1000000002,E4,Received block <*> of size <*> from <*>
081109,170115,143,ERROR,dfs.DataStreamer,DataStreamer Exception: block blk_1000000002 generation stamp mismatch,blk_1000000002,E23,DataStreamer Exception: block <*> generation stamp mismatch
081109,170117,143,WARN,dfs.DataNode$DataTransfer,Target datanode 10.251.71.18:50010 unreachable for block blk_1000000002,blk_1000000002,E25,Target datanode <*> unreachable for block <*>
081109,170120,143,ERROR,dfs.FSNamesystem,Unexpected error trying to delete block blk_1000000002. BlockInfo not found,blk_1000000002,E17,Unexpected error trying to delete block <*>. BlockInfo not found
081109,170123,143,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/data/blk_1000000003.txt blk_1000000003,blk_1000000003,E2,BLOCK* NameSystem.allocateBlock: <*> <*>
081109,170127,143,INFO,dfs.DataNode$DataXceiver,Receiving block blk_1000000003 src: /10.250.19.102:54106 dest: /10.250.14.224:50010,blk_1000000003,E1,Receiving block <*> src: <*> dest: <*>
081109,170130,143,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_1000000003 terminating,blk_1000000003,E3,PacketResponder <*> for block <*> terminating
081109,170134,143,INFO,dfs.DataNode$PacketResponder,Received block blk_1000000003 of size 268435456 from /10.250.19.102,blk_1000000003,E4,Received block <*> of size <*> from <*>
081109,170135,143,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.43.115:50010 is added to blk_1000000003 size 268435456,blk_1000000003,E5,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>
081109,170138,143,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.14.224:50010 is added to blk_1000000003 size 268435456,blk_1000000003,E5,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>
081109,170142,143,INFO,dfs.DataNode$BlockReceiver,Verification succeeded for block blk_1000000003,blk_1000000003,E7,Verification succeeded for block <*>
081109,170144,143,INFO,dfs.FSNamesystem,BLOCK* NameSystem.delete: blk_1000000003 is added to invalidSet of 10.250.19.102:50010,blk_1000000003,E12,BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>
081109,170148,143,INFO,dfs.FSNamesystem,BLOCK* ask 10.250.19.102:50010 to delete blk_1000000003,blk_1000000003,E10,BLOCK* ask <*> to delete <*>
081109,170149,143,INFO,dfs.DataNode$FSDataset,Deleting block blk_1000000003 file /mnt/hadoop/dfs/data/blk_1000000003,blk_1000000003,E11,Deleting block <*> file <*>
081109,170151,143,INFO,dfs.DataNode$DataXceiver,10.251.43.115:50010 Served block blk_1000000003 to /10.250.19.102,blk_1000000003,E6,<*> Served block <*> to <*>
081109,170155,143,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/data/blk_1000000004.txt blk_1000000004,blk_1000000004,E2,BLOCK* NameSystem.allocateBlock: <*> <*>
081109,170158,143,INFO,dfs.DataNode$DataXceiver,Receiving block blk_1000000004 src: /10.250.10.6:54106 dest: /10.251.71.18:50010,blk_1000000004,E1,Receiving block <*> src: <*> dest: <*>
081109,170202,143,INFO,dfs.DataNode$DataXceiver,Receiving block blk_1000000004 src: /10.250.10.6:54106 dest: /10.251.71.18:50010,blk_1000000004,E1,Receiving block <*> src: <*> dest: <*>
081109,170204,143,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_1000000004 terminating,blk_1000000004,E3,PacketResponder <*> for block <*> terminating
081109,170207,143,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_1000000004 terminating,blk_1000000004,E3,PacketResponder <*> for block <*> terminating
081109,170210,143,INFO,dfs.DataNode$PacketResponder,Received block blk_1000000004 of size 33554432 from /10.250.10.6,blk_1000000004,E4,Received block <*> of size <*> from <*>
081109,170212,143,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.71.18:50010 is added to blk_1000000004 size 33554432,blk_1000000004,E5,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>
081109,170215,143,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.14.224:50010 is added to blk_1000000004 size 33554432,blk_1000000004,E5,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>
081109,170219,143,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.43.115:50010 is added to blk_1000000004 size 33554432,blk_1000000004,E5,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>
081109,170222,143,INFO,dfs.FSNamesystem,Updating block blk_1000000004 to state COMMITTED,blk_1000000004,E14,Updating block <*> to state <*>
081109,170226,143,INFO,dfs.FSNamesystem,BLOCK* ask 10.250.10.6:50010 to replicate blk_1000000004 to datanode(s) 10.251.71.18:50010,blk_1000000004,E9,BLOCK* ask <*> to replicate <*> to datanode(s) <*>
081109,170228,143,INFO,dfs.DataNode$DataTransfer,Starting thread to transfer block blk_1000000004 to 10.251.43.115:50010,blk_1000000004,E8,Starting thread to transfer block <*> to <*>
081109,170232,143,INFO,dfs.DataNode$DataTransfer,Transmitted block blk_1000000004 to /10.251.71.18:50010,blk_1000000004,E13,Transmitted block <*> to <*>
081109,170235,143,INFO,dfs.DataNode$BlockReceiver,Verification succeeded for block blk_1000000004,blk_1000000004,E7,Verification succeeded for block <*>
081109,170239,143,INFO,dfs.DataNode$DataXceiver,10.251.43.115:50010 Served block blk_1000000004 to /10.250.19.102,blk_1000000004,E6,<*> Served block <*> to <*>
081109,170243,143,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/data/blk_1000000005.txt blk_1000000005,blk_1000000005,E2,BLOCK* NameSystem.allocateBlock: <*> <*>
081109,170245,143,INFO,dfs.DataNode$DataXceiver,Receiving block blk_1000000005 src: /10.250.14.224:54106 dest: /10.251.111.204:50010,blk_1000000005,E1,Receiving block <*> src: <*> dest: <*>
081109,170249,143,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_1000000005 terminating,blk_1000000005,E3,PacketResponder <*> for block <*> terminating
081109,170252,143,INFO,dfs.DataNode$PacketResponder,Received block blk_1000000005 of size 67108864 from /10.250.14.224,blk_1000000005,E4,Received block <*> of size <*> from <*>
081109,170253,143,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.71.18:50010 is added to blk_1000000005 size 67108864,blk_1000000005,E5,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>
081109,170257,143,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.14.224:50010 is added to blk_1000000005 size 67108864,blk_1000000005,E5,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>
081109,170300,143,INFO,dfs.DataNode$BlockReceiver,Verification succeeded for block blk_1000000005,blk_1000000005,E7,Verification succeeded for block <*>
081109,170302,143,INFO,dfs.DataNode$DataXceiver,10.251.43.115:50010 Served block blk_1000000005 to /10.251.111.204,blk_1000000005,E6,<*> Served block <*> to <*>
081109,170304,143,INFO,dfs.DataNode$DataXceiver,10.251.111.204:50010 Served block blk_1000000005 to /10.251.71.18,blk_1000000005,E6,<*> Served block <*> to <*>
081109,170308,143,INFO,dfs.DataNode$DataXceiver,10.250.19.102:50010 Served block blk_1000000005 to /10.251.71.18,blk_1000000005,E6,<*> Served block <*> to <*>
081109,170312,143,INFO,dfs.DataNode$DataXceiver,10.250.10.6:50010 Served block blk_1000000005 to /10.251.71.18,blk_1000000005,E6,<*> Served block <*> to <*>
081109,170316,143,INFO,dfs.DataNode$DataXceiver,10.250.10.6:50010 Served block blk_1000000005 to /10.250.19.102,blk_1000000005,E6,<*> Served block <*> to <*>
081109,170319,143,INFO,dfs.DataNode$DataXceiver,10.251.111.204:50010 Served block blk_1000000005 to /10.250.10.6,blk_1000000005,E6,<*> Served block <*> to <*>
081109,170322,143,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/data/blk_1000000006.txt blk_1000000006,blk_1000000006,E2,BLOCK* NameSystem.allocateBlock: <*> <*>
081109,170324,143,INFO,dfs.DataNode$DataXceiver,Receiving block blk_1000000006 src: /10.250.19.102:54106 dest: /10.250.19.102:50010,blk_1000000006,E1,Receiving block <*> src: <*> dest: <*>
081109,170325,143,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_1000000006 terminating,blk_1000000006,E3,PacketResponder <*> for block <*> terminating
081109,170329,143,INFO,dfs.DataNode$PacketResponder,Received block blk_1000000006 of size 134217728 from /10.250.19.102,blk_1000000006,E4,Received block <*> of size <*> from <*>
081109,170332,143,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.71.18:50010 is added to blk_1000000006 size 134217728,blk_1000000006,E5,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>
081109,170333,143,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.19.102:50010 is added to blk_1000000006 size 134217728,blk_1000000006,E5,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>
081109,170334,143,INFO,dfs.DataNode$BlockReceiver,Verification succeeded for block blk_1000000006,blk_1000000006,E7,Verification succeeded for block <*>
081109,170337,143,INFO,dfs.DataNode$DataXceiver,10.250.14.224:50010 Served block blk_1000000006 to /10.250.10.6,blk_1000000006,E6,<*> Served block <*> to <*>
081109,170339,143,INFO,dfs.DataNode$DataXceiver,10.251.71.18:50010 Served block blk_1000000006 to /10.251.43.115,blk_1000000006,E6,<*> Served block <*> to <*>
081109,170343,143,INFO,dfs.DataNode$DataXceiver,10.251.71.18:50010 Served block blk_1000000006 to /10.251.111.204,blk_1000000006,E6,<*> Served block <*> to <*>
081109,170347,143,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/data/blk_1000000007.txt blk_1000000007,blk_1000000007,E2,BLOCK* NameSystem.allocateBlock: <*> <*>
081109,170348,143,INFO,dfs.DataNode$DataXceiver,Receiving block blk_1000000007 src: /10.250.14.224:54106 dest: /10.251.43.115:50010,blk_1000000007,E1,Receiving block <*> src: <*> dest: <*>
081109,170351,143,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_1000000007 terminating,blk_1000000007,E3,PacketResponder <*> for block <*> terminating
081109,170355,143,INFO,dfs.DataNode$PacketResponder,Received block blk_1000000007 of size 67108864 from /10.250.14.224,blk_1000000007,E4,Received block <*> of size <*> from <*>
081109,170356,143,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.19.102:50010 is added to blk_1000000007 size 67108864,blk_1000000007,E5,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>
081109,170358,143,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.43.115:50010 is added to blk_1000000007 size 67108864,blk_1000000007,E5,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>
081109,170401,143,INFO,dfs.DataNode$BlockReceiver,Verification succeeded for block blk_1000000007,blk_1000000007,E7,Verification succeeded for block <*>
081109,170404,143,INFO,dfs.DataNode$DataXceiver,10.251.71.18:50010 Served block blk_1000000007 to /10.250.14.224,blk_1000000007,E6,<*> Served block <*> to <*>
081109,170408,143,INFO,dfs.DataNode$DataXceiver,10.251.43.115:50010 Served block blk_1000000007 to /10.251.71.18,blk_1000000007,E6,<*> Served block <*> to <*>
081109,170409,143,INFO,dfs.DataNode$DataXceiver,10.251.71.18:50010 Served block blk_1000000007 to /10.251.111.204,blk_1000000007,E6,<*> Served block <*> to <*>
081109,170410,143,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/data/blk_1000000008.txt blk_1000000008,blk_1000000008,E2,BLOCK* NameSystem.allocateBlock: <*> <*>
081109,170411,143,INFO,dfs.FSNamesystem,BLOCK* ask 10.250.19.102:50010 to delete blk_1000000008,blk_1000000008,E10,BLOCK* ask <*> to delete <*>
081109,170414,143,INFO,dfs.DataNode$FSDataset,Deleting block blk_1000000008 file /mnt/hadoop/dfs/data/blk_1000000008,blk_1000000008,E11,Deleting block <*> file <*>
081109,170415,143,ERROR,dfs.FSNamesystem,Unexpected error trying to delete block blk_1000000008. BlockInfo not found,blk_1000000008,E17,Unexpected error trying to delete block <*>. BlockInfo not found
081109,170417,143,INFO,dfs.DataNode$DataXceiver,Receiving block blk_1000000008 src: /10.250.19.102:54106 dest: /10.251.43.115:50010,blk_1000000008,E1,Receiving block <*> src: <*> dest: <*>
081109,170421,143,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/data/blk_1000000009.txt blk_1000000009,blk_1000000009,E2,BLOCK* NameSystem.allocateBlock: <*> <*>
081109,170425,143,INFO,dfs.DataNode$DataXceiver,Receiving block blk_1000000009 src: /10.250.10.6:54106 dest: /10.250.14.224:50010,blk_1000000009,E1,Receiving block <*> src: <*> dest: <*>
081109,170427,143,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_1000000009 terminating,blk_1000000009,E3,PacketResponder <*> for block <*> terminating
081109,170431,143,INFO,dfs.DataNode$PacketResponder,Received block blk_1000000009 of size 33554432 from /10.250.10.6,blk_1000000009,E4,Received block <*> of size <*> from <*>
081109,170433,143,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.14.224:50010 is added to blk_1000000009 size 33554432,blk_1000000009,E5,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>
081109,170437,143,INFO,dfs.DataNode$DataTransfer,Starting thread to transfer block blk_1000000009 to 10.251.71.18:50010,blk_1000000009,E8,Starting thread to transfer block <*> to <*>
081109,170438,143,INFO,dfs.DataNode$DataTransfer,Transmitted block blk_1000000009 to /10.250.14.224:50010,blk_1000000009,E13,Transmitted block <*> to <*>
081109,170440,143,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.71.18:50010 is added to blk_1000000009 size 33554432,blk_1000000009,E5,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>
081109,170444,143,INFO,dfs.DataNode$BlockReceiver,Verification succeeded for block blk_1000000009,blk_1000000009,E7,Verification succeeded for block <*>
081109,170448,143,INFO,dfs.DataNode$DataXceiver,10.250.19.102:50010 Served block blk_1000000009 to /10.251.111.204,blk_1000000009,E6,<*> Served block <*> to <*>
081109,170450,143,INFO,dfs.DataNode$DataXceiver,10.250.14.224:50010 Served block blk_1000000009 to /10.251.43.115,blk_1000000009,E6,<*> Served block <*> to <*>
081109,170453,143,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/data/blk_1000000010.txt blk_1000000010,blk_1000000010,E2,BLOCK* NameSystem.allocateBlock: <*> <*>
081109,170455,143,INFO,dfs.DataNode$DataXceiver,Receiving block blk_1000000010 src: /10.250.10.6:54106 dest: /10.250.14.224:50010,blk_1000000010,E1,Receiving block <*> src: <*> dest: <*>
081109,170459,143,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_1000000010 terminating,blk_1000000010,E3,PacketResponder <*> for block <*> terminating
081109,170500,143,INFO,dfs.DataNode$PacketResponder,Received block blk_1000000010 of size 33554432 from /10.250.10.6,blk_1000000010,E4,Received block <*> of size <*> from <*>
081109,170503,143,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.111.204:50010 is added to blk_1000000010 size 33554432,blk_1000000010,E5,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>
081109,170507,143,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.10.6:50010 is added to blk_1000000010 size 33554432,blk_1000000010,E5,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>
081109,170510,143,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.10.6:50010 is added to blk_1000000010 size 33554432,blk_1000000010,E5,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>
081109,170514,143,INFO,dfs.DataNode$BlockReceiver,Verification succeeded for block blk_1000000010,blk_1000000010,E7,Verification succeeded for block <*>
081109,170518,143,INFO,dfs.DataNode$DataXceiver,10.250.10.6:50010 Served block blk_1000000010 to /10.250.19.102,blk_1000000010,E6,<*> Served block <*> to <*>
081109,170521,143,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/data/blk_1000000011.txt blk_1000000011,blk_1000000011,E2,BLOCK* NameSystem.allocateBlock: <*> <*>
081109,170522,143,INFO,dfs.DataNode$DataXceiver,Receiving block blk_1000000011 src: /10.251.71.18:54106 dest: /10.250.10.6:50010,blk_1000000011,E1,Receiving block <*> src: <*> dest: <*>
081109,170524,143,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_1000000011 terminating,blk_1000000011,E3,PacketResponder <*> for block <*> terminating
081109,170527,143,INFO,dfs.DataNode$PacketResponder,Received block blk_1000000011 of size 134217728 from /10.251.71.18,blk_1000000011,E4,Received block <*> of size <*> from <*>
081109,170528,143,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.14.224:50010 is added to blk_1000000011 size 134217728,blk_1000000011,E5,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>
081109,170531,143,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.19.102:50010 is added to blk_1000000011 size 134217728,blk_1000000011,E5,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>
081109,170533,143,INFO,dfs.DataNode$BlockReceiver,Verification succeeded for block blk_1000000011,blk_1000000011,E7,Verification succeeded for block <*>
081109,170536,143,INFO,dfs.FSNamesystem,BLOCK* NameSystem.delete: blk_1000000011 is added to invalidSet of 10.251.71.18:50010,blk_1000000011,E12,BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>
081109,170538,143,INFO,dfs.FSNamesystem,BLOCK* ask 10.251.71.18:50010 to delete blk_1000000011,blk_1000000011,E10,BLOCK* ask <*> to delete <*>
081109,170542,143,INFO,dfs.DataNode$FSDataset,Deleting block blk_1000000011 file /mnt/hadoop/dfs/data/blk_1000000011,blk_1000000011,E11,Deleting block <*> file <*>
081109,170544,143,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/data/blk_1000000012.txt blk_1000000012,blk_1000000012,E2,BLOCK* NameSystem.allocateBlock: <*> <*>
081109,170548,143,INFO,dfs.DataNode$DataXceiver,Receiving block blk_1000000012 src: /10.250.10.6:54106 dest: /10.251.71.18:50010,blk_1000000012,E1,Receiving block <*> src: <*> dest: <*>
081109,170550,143,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_1000000012 terminating,blk_1000000012,E3,PacketResponder <*> for block <*> terminating
081109,170552,143,INFO,dfs.DataNode$PacketResponder,Received block blk_1000000012 of size 268435456 from /10.250.10.6,blk_1000000012,E4,Received block <*> of size <*> from <*>
081109,170556,143,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.43.115:50010 is added to blk_1000000012 size 268435456,blk_1000000012,E5,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>
081109,170558,143,INFO,dfs.FSNamesystem,BLOCK* ask 10.250.10.6:50010 to replicate blk_1000000012 to datanode(s) 10.251.71.18:50010,blk_1000000012,E9,BLOCK* ask <*> to replicate <*> to datanode(s) <*>
081109,170600,143,WARN,dfs.FSNamesystem,"BLOCK* Cannot replicate block blk_1000000012, no target datanode available",blk_1000000012,E21,"BLOCK* Cannot replicate block <*>, no target datanode available"
081109,170603,143,WARN,dfs.FSNamesystem,PendingReplicationMonitor timed out block blk_1000000012,blk_1000000012,E22,PendingReplicationMonitor timed out block <*>
081109,170605,143,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/data/blk_1000000013.txt blk_1000000013,blk_1000000013,E2,BLOCK* NameSystem.allocateBlock: <*> <*>
081109,170607,143,INFO,dfs.DataNode$DataXceiver,Receiving block blk_1000000013 src: /10.251.43.115:54106 dest: /10.250.19.102:50010,blk_1000000013,E1,Receiving block <*> src: <*> dest: <*>
081109,170611,143,INFO,dfs.DataNode$DataXceiver,Receiving block blk_1000000013 src: /10.251.43.115:54106 dest: /10.250.19.102:50010,blk_1000000013,E1,Receiving block <*> src: <*> dest: <*>
081109,170615,143,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_1000000013 terminating,blk_1000000013,E3,PacketResponder <*> for block <*> terminating
081109,170619,143,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_1000000013 terminating,blk_1000000013,E3,PacketResponder <*> for block <*> terminating
081109,170623,143,INFO,dfs.DataNode$PacketResponder,Received block blk_1000000013 of size 268435456 from /10.251.43.115,blk_1000000013,E4,Received block <*> of size <*> from <*>
081109,170627,143,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.111.204:50010 is added to blk_1000000013 size 268435456,blk_1000000013,E5,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>
081109,170631,143,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.71.18:50010 is added to blk_1000000013 size 268435456,blk_1000000013,E5,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>
081109,170633,143,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.19.102:50010 is added to blk_1000000013 size 268435456,blk_1000000013,E5,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>
081109,170634,143,INFO,dfs.FSNamesystem,Updating block blk_1000000013 to state COMMITTED,blk_1000000013,E14,Updating block <*> to state <*>
